"Incident.Number","Call.Date.Time","Location","Incident.Type","Other","Individual","Dispositions","Race","Gender","AgeRange","Reason","Enforcement","CarSearch","Hour","Day"
"2015-00073551",2015-12-18 01:15:00,"ASHBY AVE / SAN PABLO AVE","T","",1,"OM4TCN","Other","Male","40+","Traffic","Citation","No Search",1,"6"
"2015-00073553",2015-12-18 01:34:00,"SEVENTH ST / PARDEE ST","T","",1,"WF3TWN","White","Female","30-39","Traffic","Warning","No Search",1,"6"
"2015-00073578",2015-12-18 06:57:00,"SACRAMENTO ST / DWIGHT WAY","T","",1,"BM3TCN","Black","Male","30-39","Traffic","Citation","No Search",6,"6"
"2015-00073580",2015-12-18 07:12:00,"ALCATRAZ AVE / KING ST","T","",1,"HF2TCN","Hispanic","Female","18-29","Traffic","Citation","No Search",7,"6"
"2015-00073680",2015-12-18 19:03:00,"2100 BLOCK M L KING JR WAY","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",19,"6"
"2015-00073682",2015-12-18 19:06:00,"SAN PABLO AVE / ASHBY AVE","T","",1,"BM4TCN","Black","Male","40+","Traffic","Citation","No Search",19,"6"
"2015-00073689",2015-12-18 19:45:00,"2000 BLOCK DWIGHT WAY","T","",1,"AM3TWN","Asian","Male","30-39","Traffic","Warning","No Search",19,"6"
"2015-00073690",2015-12-18 19:49:00,"TELEGRAPH AVE / PARKER ST","T","",1,"AM2TWN","Asian","Male","18-29","Traffic","Warning","No Search",19,"6"
"2015-00073691",2015-12-18 19:55:00,"SAN PABLO AVE / CARLETON ST","T","",1,"OM3TWN","Other","Male","30-39","Traffic","Warning","No Search",19,"6"
"2015-00073694",2015-12-18 20:04:00,"FOLGER AVE / SAN PABLO AVE","T","TOW",1,"HM4TWS","Hispanic","Male","40+","Traffic","Warning","Search",20,"6"
"2015-00073694",2015-12-18 20:04:00,"FOLGER AVE / SAN PABLO AVE","T","TOW",2,"WM4TCS","White","Male","40+","Traffic","Citation","Search",20,"6"
"2015-00073697",2015-12-18 20:21:00,"1700 BLOCK SAN PABLO AVE","1194","",1,"BM4IWN","Black","Male","40+","Investigation","Warning","No Search",20,"6"
"2015-00073707",2015-12-18 21:08:00,"CARLETON ST / M L KING JR WAY","T","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",21,"6"
"2015-00073711",2015-12-18 21:29:00,"2200 BLOCK ASHBY AVE","T","",1,"WM3TWN","White","Male","30-39","Traffic","Warning","No Search",21,"6"
"2015-00073714",2015-12-18 21:36:00,"DURANT AVE / SHATTUCK AVE","T","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",21,"6"
"2015-00073716",2015-12-18 21:48:00,"ACTON ST / ALLSTON WAY","T","",1,"BF4TCN","Black","Female","40+","Traffic","Citation","No Search",21,"6"
"2015-00073717",2015-12-18 21:51:00,"PARKER ST / CHILTON WAY","T","",1,"AF2TWN","Asian","Female","18-29","Traffic","Warning","No Search",21,"6"
"2015-00073719",2015-12-18 22:09:00,"UNIVERSITY AVE / EIGHTH ST","T","",1,"WM4TWN","White","Male","40+","Traffic","Warning","No Search",22,"6"
"2015-00073720",2015-12-18 22:15:00,"UNIVERSITY AVE / SIXTH ST","T","",1,"HM2TWN","Hispanic","Male","18-29","Traffic","Warning","No Search",22,"6"
"2015-00073722",2015-12-18 22:34:00,"CALIFORNIA ST / DERBY ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",22,"6"
"2015-00073723",2015-12-18 22:37:00,"GILMAN ST / SAN PABLO AVE","T","",1,"HM2TWN","Hispanic","Male","18-29","Traffic","Warning","No Search",22,"6"
"2015-00073724",2015-12-18 22:43:00,"8TH PARKER","T","",1,"WM3TWN","White","Male","30-39","Traffic","Warning","No Search",22,"6"
"2015-00073725",2015-12-18 22:45:00,"M L KING JR WAY / 55TH ST","T","",1,"BF3TWN","Black","Female","30-39","Traffic","Warning","No Search",22,"6"
"2015-00073728",2015-12-18 22:53:00,"M L KING JR WAY / BLAKE ST","T","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",22,"6"
"2015-00073730",2015-12-18 23:00:00,"DW SP","T","",1,"BF4TWN","Black","Female","40+","Traffic","Warning","No Search",23,"6"
"2015-00073733",2015-12-18 23:05:00,"TELE/WAR","T","",1,"WM4TWN","White","Male","40+","Traffic","Warning","No Search",23,"6"
"2015-00073734",2015-12-18 23:06:00,"6/HEARST","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",23,"6"
"2015-00073735",2015-12-18 23:11:00,"DWIGHT WAY / MCKINLEY AVE","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",23,"6"
"2015-00073738",2015-12-18 23:17:00,"M L KING JR WAY / ASHBY AVE","T","",1,"WF2TWN","White","Female","18-29","Traffic","Warning","No Search",23,"6"
"2015-00073739",2015-12-18 23:18:00,"SAN PABLO AVE / GRAYSON ST","T","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",23,"6"
"2015-00073740",2015-12-18 23:19:00,"DWIGHT WAY / MCGEE AVE","T","",1,"AM4TWN","Asian","Male","40+","Traffic","Warning","No Search",23,"6"
"2015-00073741",2015-12-18 23:21:00,"SACRAMENTO ST / WOOLSEY ST","T","",1,"BM4TCN","Black","Male","40+","Traffic","Citation","No Search",23,"6"
"2015-00073742",2015-12-18 23:26:00,"ADELINE ST / M L KING JR WAY","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",23,"6"
"2015-00073743",2015-12-18 23:27:00,"ASHBY AVE / KING ST","T","",1,"WM4TWN","White","Male","40+","Traffic","Warning","No Search",23,"6"
"2015-00073744",2015-12-18 23:47:00,"ACTON ST / UNIVERSITY AVE","T","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",23,"6"
"2015-00073745",2015-12-18 23:48:00,"BANCROFT WAY / M L KING JR WAY","T","P",1,"WM1TWN","White","Male","0-18","Traffic","Warning","No Search",23,"6"
"2015-00073745",2015-12-18 23:48:00,"BANCROFT WAY / M L KING JR WAY","T","P",2,"WM1TAS","White","Male","0-18","Traffic","Arrest","Search",23,"6"
"2015-00073747",2015-12-18 23:50:00,"SACRAMENTO ST / PRINCE ST","T","",1,"AF4TWN","Asian","Female","40+","Traffic","Warning","No Search",23,"6"
"2015-00073748",2015-12-18 23:51:00,"SACRAMENTO ST / ASHBY AVE","1194B","",1,"BM2TWS","Black","Male","18-29","Traffic","Warning","Search",23,"6"
"2015-00073749",2015-12-19 00:01:00,"SAN PABLO AVE / BURNETT ST","T","",1,"AF2TWN","Asian","Female","18-29","Traffic","Warning","No Search",0,"7"
"2015-00073752",2015-12-19 00:23:00,"UNIVERSITY AVE / SHATTUCK AVE","T","",1,"BM3KWS","Black","Male","30-39","K","Warning","Search",0,"7"
"2015-00073752",2015-12-19 00:23:00,"UNIVERSITY AVE / SHATTUCK AVE","T","",2,"WF2TWS","White","Female","18-29","Traffic","Warning","Search",0,"7"
"2015-00073756",2015-12-19 00:38:00,"SAN PABLO AVE / SIXTY-SEVENTH ST","T","",1,"WM3TWN","White","Male","30-39","Traffic","Warning","No Search",0,"7"
"2015-00073758",2015-12-19 00:47:00,"1900 BLOCK SHATTUCK AVE","1194","",1,"WM2RWN","White","Male","18-29","Probation/ Paroleeasonable Suspicion","Warning","No Search",0,"7"
"2015-00073759",2015-12-19 00:51:00,"SHATTUCK AVE / VIRGINIA ST","T","",1,"WF2TWN","White","Female","18-29","Traffic","Warning","No Search",0,"7"
"2015-00073760",2015-12-19 01:05:00,"1800 BLOCK UNIVERSITY AVE","T","",1,"HM3TWS","Hispanic","Male","30-39","Traffic","Warning","Search",1,"7"
"2015-00073760",2015-12-19 01:05:00,"1800 BLOCK UNIVERSITY AVE","T","",2,"WF2TWS","White","Female","18-29","Traffic","Warning","Search",1,"7"
"2015-00073761",2015-12-19 01:07:00,"80 BLOCK BOLIVAR DR","1196","",1,"WM2RWN","White","Male","18-29","Probation/ Paroleeasonable Suspicion","Warning","No Search",1,"7"
"2015-00073762",2015-12-19 01:08:00,"TELEGRAPH AVE / SIXTY-FIFTH ST","T","",1,"WM2TWS","White","Male","18-29","Traffic","Warning","Search",1,"7"
"2015-00073762",2015-12-19 01:08:00,"TELEGRAPH AVE / SIXTY-FIFTH ST","T","",2,"WM2TCS","White","Male","18-29","Traffic","Citation","Search",1,"7"
"2015-00073763",2015-12-19 01:12:00,"DURANT AVE / DANA ST","T","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",1,"7"
"2015-00073764",2015-12-19 01:20:00,"SAN PABLO AVE / ASHBY AVE","T","",1,"WM2TWS","White","Male","18-29","Traffic","Warning","Search",1,"7"
"2015-00073765",2015-12-19 01:30:00,"UNIVERSITY AVE / SACRAMENTO ST","T","",1,"AM4TWN","Asian","Male","40+","Traffic","Warning","No Search",1,"7"
"2015-00073767",2015-12-19 01:33:00,"HEARST AVE / EIGHTH ST","T","",1,"BM4TCN","Black","Male","40+","Traffic","Citation","No Search",1,"7"
"2015-00073768",2015-12-19 01:38:00,"37.8494135490001~-122.298472239","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",1,"7"
"2015-00073769",2015-12-19 01:41:00,"SAN PABLO AVE / CHANNING WAY","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",1,"7"
"2015-00073770",2015-12-19 01:45:00,"M L KING JR WAY / OREGON ST","T","TOW",1,"HM2TCS","Hispanic","Male","18-29","Traffic","Citation","Search",1,"7"
"2015-00073771",2015-12-19 01:50:00,"UNIVERSITY AVE / SIXTH ST","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",1,"7"
"2015-00073772",2015-12-19 01:59:00,"HEARST AVE / FOURTH ST","T","",1,"HM2TCN","Hispanic","Male","18-29","Traffic","Citation","No Search",1,"7"
"2015-00073774",2015-12-19 02:07:00,"M L KING JR WAY / 61ST ST","T","",1,"OF2TWN","Other","Female","18-29","Traffic","Warning","No Search",2,"7"
"2015-00073775",2015-12-19 02:09:00,"UNI/6","T","",1,"OM3TWN","Other","Male","30-39","Traffic","Warning","No Search",2,"7"
"2015-00073776",2015-12-19 02:11:00,"ADDISON ST / TENTH ST","1196","P",1,"HF2TWN","Hispanic","Female","18-29","Traffic","Warning","No Search",2,"7"
"2015-00073776",2015-12-19 02:11:00,"ADDISON ST / TENTH ST","1196","P",2,"HM2TWN","Hispanic","Male","18-29","Traffic","Warning","No Search",2,"7"
"2015-00073776",2015-12-19 02:11:00,"ADDISON ST / TENTH ST","1196","P",3,"HM2TCS","Hispanic","Male","18-29","Traffic","Citation","Search",2,"7"
"2015-00073776",2015-12-19 02:11:00,"ADDISON ST / TENTH ST","1196","P",4,"HM2TAS","Hispanic","Male","18-29","Traffic","Arrest","Search",2,"7"
"2015-00073780",2015-12-19 02:33:00,"HOPKINS ST / MILVIA ST","T","",1,"WM1TWN","White","Male","0-18","Traffic","Warning","No Search",2,"7"
"2015-00073784",2015-12-19 03:02:00,"CALIFORNIA ST / PRINCE ST","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",3,"7"
"2015-00073786",2015-12-19 03:14:00,"TENTH ST / CHANNING WAY","1194B","",1,"OF3TWN","Other","Female","30-39","Traffic","Warning","No Search",3,"7"
"2015-00073787",2015-12-19 03:22:00,"SIXTH ST / HEARST AVE","1194B","P",1,"BM4KAS","Black","Male","40+","K","Arrest","Search",3,"7"
"2015-00073861",2015-12-19 15:47:00,"TELEGRAPH AVE / BLAKE ST","1194","MH",1,"WM3RCN","White","Male","30-39","Probation/ Paroleeasonable Suspicion","Citation","No Search",15,"7"
"2015-00073867",2015-12-19 16:23:00,"M L KING JR WAY / ASHBY AVE","T","",1,"BM2ICN","Black","Male","18-29","Investigation","Citation","No Search",16,"7"
"2015-00073887",2015-12-19 18:06:00,"SACRAMENTO ST / ASHBY AVE","T","",1,"WF4TWN","White","Female","40+","Traffic","Warning","No Search",18,"7"
"2015-00073893",2015-12-19 18:27:00,"SAN PABLO AVE / COWPER ST","T","",1,"BM2TCS","Black","Male","18-29","Traffic","Citation","Search",18,"7"
"2015-00073894",2015-12-19 18:29:00,"DWIGHT WAY / SACRAMENTO ST","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",18,"7"
"2015-00073901",2015-12-19 19:07:00,"SAN PABLO AVE / ASHBY AVE","T","",1,"WF2TWN","White","Female","18-29","Traffic","Warning","No Search",19,"7"
"2015-00073902",2015-12-19 19:11:00,"UNIVERSITY AVE / MCGEE AVE","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",19,"7"
"2015-00073903",2015-12-19 19:15:00,"FIFTH ST / ALLSTON WAY","1196","",1,"HM3IWN","Hispanic","Male","30-39","Investigation","Warning","No Search",19,"7"
"2015-00073905",2015-12-19 19:24:00,"HOLLIS ST / FOLGER AVE","T","",1,"WF4TWN","White","Female","40+","Traffic","Warning","No Search",19,"7"
"2015-00073907",2015-12-19 19:32:00,"TELEGRAPH AVE / STUART ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",19,"7"
"2015-00073913",2015-12-19 19:56:00,"UNIVERSITY AVE / SAN PABLO AVE","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",19,"7"
"2015-00073914",2015-12-19 19:57:00,"DERBY ST / SACRAMENTO ST","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",19,"7"
"2015-00073916",2015-12-19 20:10:00,"SAN PABLO AVE / COWPER ST","T","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",20,"7"
"2015-00073918",2015-12-19 20:19:00,"700 BLOCK ASHBY AVE","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",20,"7"
"2015-00073919",2015-12-19 20:25:00,"SAN PABLO AVE / ASHBY AVE","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",20,"7"
"2015-00073921",2015-12-19 20:41:00,"BANCROFT WAY / SPAULDING AVE","T","",1,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",20,"7"
"2015-00073922",2015-12-19 20:53:00,"M L KING JR WAY / UNIVERSITY AVE","T","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",20,"7"
"2015-00073924",2015-12-19 21:01:00,"TELEGRAPH AVE / HOWE ST","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",21,"7"
"2015-00073925",2015-12-19 21:09:00,"100 BLOCK SEAWALL DR","T","",1,"HM2TWN","Hispanic","Male","18-29","Traffic","Warning","No Search",21,"7"
"2015-00073927",2015-12-19 21:15:00,"SEAWALL DR / UNIVERSITY AVE","T","",1,"WM2TWS","White","Male","18-29","Traffic","Warning","Search",21,"7"
"2015-00073927",2015-12-19 21:15:00,"SEAWALL DR / UNIVERSITY AVE","T","",2,"HM2TWS","Hispanic","Male","18-29","Traffic","Warning","Search",21,"7"
"2015-00073927",2015-12-19 21:15:00,"SEAWALL DR / UNIVERSITY AVE","T","",3,"BM2TWS","Black","Male","18-29","Traffic","Warning","Search",21,"7"
"2015-00073929",2015-12-19 21:24:00,"SAN PABLO AVE / HEARST AVE","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",21,"7"
"2015-00073930",2015-12-19 21:31:00,"ALLSTON WAY / FOURTH ST","1196","P",1,"BM4TAS","Black","Male","40+","Traffic","Arrest","Search",21,"7"
"2015-00073934",2015-12-19 21:35:00,"ASHBY AVE / COLBY ST","T","",1,"WF4TWN","White","Female","40+","Traffic","Warning","No Search",21,"7"
"2015-00073939",2015-12-19 21:44:00,"BANCROFT WAY / TELEGRAPH AVE","T","",1,"OM4TWN","Other","Male","40+","Traffic","Warning","No Search",21,"7"
"2015-00073942",2015-12-19 21:53:00,"CHANNING WAY / TELEGRAPH AVE","T","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",21,"7"
"2015-00073943",2015-12-19 21:59:00,"VIRGINIA ST / SECOND ST","T","",1,"WM4TWS","White","Male","40+","Traffic","Warning","Search",21,"7"
"2015-00073948",2015-12-19 22:29:00,"DWIGHT WAY / M L KING JR WAY","T","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",22,"7"
"2015-00073951",2015-12-19 22:41:00,"TYLER ST / CALIFORNIA ST","T","",1,"WM4TWN","White","Male","40+","Traffic","Warning","No Search",22,"7"
"2015-00073953",2015-12-19 22:50:00,"SHATTUCK AVE / STUART ST","T","",1,"WF4TWN","White","Female","40+","Traffic","Warning","No Search",22,"7"
"2015-00073956",2015-12-19 23:02:00,"SAN P/BURN","T","",1,"WM3TWN","White","Male","30-39","Traffic","Warning","No Search",23,"7"
"2015-00073958",2015-12-19 23:05:00,"2900 BLOCK TELEGRAPH AVE","T","",1,"BM2TCN","Black","Male","18-29","Traffic","Citation","No Search",23,"7"
"2015-00073959",2015-12-19 23:07:00,"MILVIA ST / CHANNING WAY","T","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",23,"7"
"2015-00073960",2015-12-19 23:11:00,"CARLETON ST / MATHEWS ST","T","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",23,"7"
"2015-00073961",2015-12-19 23:14:00,"ASHBY AVE / STANTON ST","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",23,"7"
"2015-00073962",2015-12-19 23:28:00,"ASHBY AVE / SACRAMENTO ST","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",23,"7"
"2015-00073967",2015-12-20 00:02:00,"W FRONTAGE RD / UNIVERSITY AVE","1196","",1,"HF2TWN","Hispanic","Female","18-29","Traffic","Warning","No Search",0,"1"
"2015-00073969",2015-12-20 00:07:00,"SACRAMENTO ST / CARLETON ST","T","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",0,"1"
"2015-00073981",2015-12-20 01:13:00,"BANCROFT WAY / DANA ST","T","",1,"AF3TWN","Asian","Female","30-39","Traffic","Warning","No Search",1,"1"
"2015-00073982",2015-12-20 01:16:00,"DERBY ST / TELEGRAPH AVE","T","",1,"WF2TWN","White","Female","18-29","Traffic","Warning","No Search",1,"1"
"2015-00073984",2015-12-20 01:22:00,"HILLEGASS AVE / DWIGHT WAY","1194","",1,"WM4RWN","White","Male","40+","Probation/ Paroleeasonable Suspicion","Warning","No Search",1,"1"
"2015-00073985",2015-12-20 01:23:00,"BANCROFT WAY / TELEGRAPH AVE","T","",1,"AM2TWN","Asian","Male","18-29","Traffic","Warning","No Search",1,"1"
"2015-00073987",2015-12-20 01:30:00,"2600 BLOCK COLLEGE AVE","1194","",1,"WM2RWN","White","Male","18-29","Probation/ Paroleeasonable Suspicion","Warning","No Search",1,"1"
"2015-00073987",2015-12-20 01:30:00,"2600 BLOCK COLLEGE AVE","1194","",2,"BM2RWS","Black","Male","18-29","Probation/ Paroleeasonable Suspicion","Warning","Search",1,"1"
"2015-00073988",2015-12-20 01:37:00,"SACRAMENTO ST / STUART ST","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",1,"1"
"2015-00073990",2015-12-20 01:54:00,"SAN PABLO AVE / ALLSTON WAY","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",1,"1"
"2015-00073991",2015-12-20 01:55:00,"ASHBY AVE / SEVENTH ST","T","",1,"AF3TWN","Asian","Female","30-39","Traffic","Warning","No Search",1,"1"
"2015-00073992",2015-12-20 01:57:00,"ALLSTON ST/MILVIA ST","T","",1,"AM2TWN","Asian","Male","18-29","Traffic","Warning","No Search",1,"1"
"2015-00074072",2015-12-20 15:23:00,"GILMAN ST / SAN PABLO AVE","1194B","",1,"WM4TWN","White","Male","40+","Traffic","Warning","No Search",15,"1"
"2015-00074085",2015-12-20 17:57:00,"BANCROFT WAY / BOWDITCH ST","T","",1,"AM2TCN","Asian","Male","18-29","Traffic","Citation","No Search",17,"1"
"2015-00074096",2015-12-20 19:05:00,"BANCROFT WAY / DANA ST","T","",1,"OM3TWN","Other","Male","30-39","Traffic","Warning","No Search",19,"1"
"2015-00074101",2015-12-20 19:26:00,"HARPER/ASHBY","T","",1,"WF2TWN","White","Female","18-29","Traffic","Warning","No Search",19,"1"
"2015-00074103",2015-12-20 19:35:00,"EDWARDS ST / BANCROFT WAY","T","",1,"OM3TWN","Other","Male","30-39","Traffic","Warning","No Search",19,"1"
"2015-00074104",2015-12-20 19:56:00,"MARKET ST/SANFORD AVE","T","",1,"BF3TWN","Black","Female","30-39","Traffic","Warning","No Search",19,"1"
"2015-00074108",2015-12-20 20:20:00,"ASH/9TH","T","",1,"HM2TWN","Hispanic","Male","18-29","Traffic","Warning","No Search",20,"1"
"2015-00074114",2015-12-20 20:34:00,"62ND ST/STANFORD AVE","T","",1,"BM4TWS","Black","Male","40+","Traffic","Warning","Search",20,"1"
"2015-00074115",2015-12-20 20:37:00,"CENTER ST / M L KING JR WAY","T","",1,"OM1TCN","Other","Male","0-18","Traffic","Citation","No Search",20,"1"
"2015-00074118",2015-12-20 20:46:00,"1900 BLOCK SAN PABLO AVE","T","",1,"BM4TCN","Black","Male","40+","Traffic","Citation","No Search",20,"1"
"2015-00074119",2015-12-20 20:52:00,"OREGON ST / PARK ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",20,"1"
"2015-00074130",2015-12-20 22:08:00,"700 BLOCK ASHBY AVE","T","",1,"BF3TWN","Black","Female","30-39","Traffic","Warning","No Search",22,"1"
"2015-00074131",2015-12-20 22:12:00,"1400 BLOCK SHATTUCK AVE","T","",1,"WF1TWN","White","Female","0-18","Traffic","Warning","No Search",22,"1"
"2015-00074132",2015-12-20 22:29:00,"SACRAMENTO ST / ASHBY AVE","T","",1,"BF4TWN","Black","Female","40+","Traffic","Warning","No Search",22,"1"
"2015-00074133",2015-12-20 22:30:00,"KING ST / ASHBY AVE","T","",1,"BM2TWS","Black","Male","18-29","Traffic","Warning","Search",22,"1"
"2015-00074134",2015-12-20 22:42:00,"SAN PABLO AVE / ASHBY AVE","T","",1,"AM2TWN","Asian","Male","18-29","Traffic","Warning","No Search",22,"1"
"2015-00074146",2015-12-21 00:07:00,"UNIVERSITY AVE / SECOND ST","1196","P",1,"WF3TON","White","Female","30-39","Traffic","Other","No Search",0,"2"
"2015-00074146",2015-12-21 00:07:00,"UNIVERSITY AVE / SECOND ST","1196","P",2,"WM4TWN","White","Male","40+","Traffic","Warning","No Search",0,"2"
"2015-00074151",2015-12-21 01:40:00,"SIXTH ST / DELAWARE ST","T","",1,"BF2TWN","Black","Female","18-29","Traffic","Warning","No Search",1,"2"
"2015-00074162",2015-12-21 07:06:00,"M L KING JR WAY / ALLSTON WAY","T","",1,"OM3TCN","Other","Male","30-39","Traffic","Citation","No Search",7,"2"
"2015-00074171",2015-12-21 08:32:00,"UNIVERSITY AVE / SACRAMENTO ST","T","",1,"HM4TCN","Hispanic","Male","40+","Traffic","Citation","No Search",8,"2"
"2015-00074176",2015-12-21 09:12:00,"BONAR ST / UNIVERSITY AVE","T","",1,"AM2TCN","Asian","Male","18-29","Traffic","Citation","No Search",9,"2"
"2015-00074182",2015-12-21 10:02:00,"ACTON ST / UNIVERSITY AVE","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",10,"2"
"2015-00074189",2015-12-21 10:50:00,"UNIVERSITY AVE / GRANT ST","T","",1,"BF4TCN","Black","Female","40+","Traffic","Citation","No Search",10,"2"
"2015-00074266",2015-12-21 17:51:00,"MARIN AVE/SANT FE","T","",1,"WF4TWN","White","Female","40+","Traffic","Warning","No Search",17,"2"
